Data,Label
"b'Background Several studies reported data on the increased risk of erectile dysfunction (ED) in populations of diabetic men, but few presented data separately for Type 1 and Type 2 subjects. No comparison data for these diabetic subgroups are available with regard to risk factors for ED.\r\n\r\nMethods Eligible for the study were men aged 20\x9669 years with a diagnosis of insulin-dependent (Type 1) or non-insulin-dependent (Type 2) diabetes who were observed on randomly selected days in 178 diabetes centres in Italy. Erectile dysfunction was defined as a failure to achieve and maintain an erection sufficient for satisfactory sexual performance.\r\n\r\nResults The study population consisted of 1383 Type 1 and 8373 Type 2 men. The prevalence of ED increased with age for both groups. After taking into account the effect of age Type 2 men (37/100 men) tend to report ED less frequently than Type 1 men (51/100 men). A significant positive relationship was reported between ED and poor metabolic control and smoking for both Type 1 and Type 2 men, whereas high body mass index (BMI) increased only the risk of ED in Type 1 cases.\r\n\r\nConclusions The study offers a quantitative estimate of the prevalence of ED and its main risk factors in Type 1 and Type 2 diabetic subgroups.'",3
"b'This paper reports the findings of an AUDIT questionnaire administered to a sample of young (16\x9624-year-old) white males. Of the sample, 65% were drinking at potentially harmful levels. Averaging 45 U/week, 18\x9621 years was the age of highest alcohol consumption. Compared with 16\x9617-and 22\x9624-year-olds, this group recorded the highest proportion of hazardous drinkers and most negative consequences of drinking.'",0
"b'The aggregation of receptors with high affinity for IgE (Fc{epsilon}RI) on the surface of mast cells and basophils initiates a chain of biochemical events culminating in the release of allergy mediators. Although microtubules have been implicated in the activation process, the molecular mechanism of their interactions with signal transduction molecules is poorly understood. Here we show that in rat basophilic leukemia cells large amounts of {alpha}\xdf-tubulin dimers (~70%) and {gamma}-tubulin (~85%) are found in a soluble pool which was released from the cells after permeabilization with saponin, or extraction with non-ionic detergents. Soluble tubulins were found in large complexes with other molecules. Complexes of soluble {gamma}-tubulin released from activated cells contained tyrosine-phosphorylated proteins of relative mol. wt ~25, 50, 53, 56, 60, 75, 80, 97, 115 and 200 kDa. Increased tyrosine phosphorylation of proteins associated with the cytoskeleton, i.e. around centrosomes, was detected by immunofluorescence microscopy. In vitro kinase assays revealed increased tyrosine phosphorylation of proteins in {gamma}-tubulin complexes isolated from activated cells. Two of the tyrosine phosphorylated proteins in these complexes were identified as the p53/56lyn kinase. Furthermore, {gamma}-tubulin bound to the N-terminal fragment of recombinant Lyn kinase and its binding was slightly enhanced in activated cells. Pretreatment of the cells with Src family-selective tyrosine kinase inhibitor, PP1, decreased the amount of tyrosine phosphorylated proteins in {gamma}-tubulin complexes, as well as the amount of {gamma}-tubulin in Lyn kinase immunocomplexes. The combined data suggest that {gamma}-tubulin is involved in early stages of mast cell activation.'",4
"b'The mechanism underlying ethanol-induced apoptosis in liver cells is not clear. Sphingomyelin (SM) metabolism is a novel signal transduction pathway that has an impact on apoptosis in many cell types. We investigated whether the SM pathway is involved in ethanol-induced apoptosis in the liver. Hep G2 cells were treated with ethanol followed by assaying apoptosis, sphingomyelinase (SMase) activity, caspase-3 activity, and the changes of SM content in the cells. We found that ethanol dose-dependently increased apoptosis and the effect was accompanied by increases of caspase-3 activity and neutral SMase activity. At concentrations of 80 and 160 mM, ethanol significantly increased caspase-3 activity by 120% and neutral SMase activity by 24%. The activity of acid SMase was only slightly increased without statistical significance. C2-ceramide, the exogenous SM metabolite, mimicked the effects of ethanol on apoptosis and caspase-3 activation. When the SM content was determined 24 h after treatment with ethanol, its level was 15% lower than that of controls. The results indicate that metabolism of SM triggered by neutral SMase participates in ethanol-induced apoptosis in Hep G2 cells and activation of caspase-3 is involved in the apoptotic pathway.\r\n\r\n'",0
"b""The present study investigated the effect of acute intragastric (i.g.) administration of dry Hypericum perforatum extract (HPE), containing 0.3% hypericin, on ethanol intake in genetically selected Marchigian Sardinian alcohol-preferring (msP) rats. The i.g. administration of HPE, 125 or 250 mg/kg, induced a 30\x9640% reduction in ethanol intake in rats offered 10% (v/v) ethanol for 2 h/day. The effect of these doses was selective, since they modified neither food intake nor food-associated drinking; neither did the same doses modify the rat's gross behaviour in the open-field test. A dose of 500 mg/kg frequently induced immobility and a general suppression of ingestive behaviour. In rats offered 10% ethanol for 12 h/ day, ethanol intake following treatment with 250 mg/kg HPE was significantly lower than that of controls for up to 10 h. The effect on ethanol intake was not related to the antidepressant-like effect of HPE revealed in the forced swimming test. In this regard, the effect on ethanol intake was observed after a single administration of 125 mg/kg, whereas the antidepressant effect was observed only after repeated treatment with doses higher than 125 mg/kg HPE. The i.g. administration of HPE, 250 mg/kg, did not affect blood-alcohol levels following i.g. treatment with 0.7 g/kg ethanol, the amount usually ingested in a single drinking episode; thus, the effect is not related to changes in the pharmacokinetics of ethanol. The present study shows that HPE markedly reduces ethanol intake in msP rats, without significantly modifying food intake.\r\n\r\n""",0
"b""Figa-Talamanca and Petrelli1 report that men exposed to metal fumes have low offspring sex ratios (proportions male) at birth. They divide their workers into four graded categories of exposure (no exposure ... highly exposed) and note that the two extreme offspring sex ratios are highly significantly different from one another. However one is left wondering about an overall assessment of their data in toto. For this purpose I performed a Mann-Whitney test. The resulting z-score (corrected for ties) took the value of 2.57, P = 0.005. So overall, there is a highly significant trend in these data, suggesting that paternal exposure to metal fumes is associated in a dose-related fashion with the production of excess daughters.\r\n\r\nThe authors mention two alternatives in this context, viz that\r\n\r\nexposure alters men's hormone profiles, and that\x97in accordance with my hypothesis2\x97these directly affect the sex ratio at conception, and \r\nexposed men somehow cause their wives to have male-biased spontaneous abortions. \r\nIn the context of my hypothesis, the authors mention that Bonde et al.3 reported poor semen and low fertility in welders, but no low offspring sex ratio. I should emphasize that ex hypothesi offspring sex ratio is to be regarded as a marker for unusual (pathological) hormone profiles\x97not as a marker for abnormal levels of individual hormones. Jacobsen et al.4 reported a normal sex ratio in the offspring of men ascertained at a sperm analysis clinic. So if offspring sex ratio is considered as a test, it will sometimes (as in the data of Bonde et al.3) give a false negative result, but it has not (to my knowledge) been reported to give a false positive one. In other words an unusual sex ratio may be presumed indicative of parental hormone imbalance: whereas a normal sex ratio may exist in spite of parental endocrine pathology (e.g. overall high or low hormone levels). The rationale for using offspring sex ratio as a marker for endocrine pathology is that it is useful, rapid and non-invasive; it may reflect the effects of low-level, long-term exposure; and ex hypothesi, it may be a permanent witness to hormone imbalance many years in the past. It is not a substitute for invasive testing (e.g. of sperm or endocrines) but may sometimes suggest that such procedures would be appropriate.\r\n\r\nI should like to suggest that the authors follow up their alternatives elaborated above by considering the following questions:\r\n\r\nDo the exposed men have\x97as I would hypothesize\x97low T/G ratios (where T and G are respectively a man's standardized testosterone and gonadotrophin levels)? If these data are not immediately available, I suggest that hormone assays would now be justified (at least of the founders). An explanation of the founders' unusual offspring sex ratio is now needed. Is it indicative of serious reproductive hazard? \r\nDo the wives of exposed men (particularly founders) report a high incidence of spontaneous abortion? If so, is there a dose-related association between the incidence of abortion and level of exposure? """,3
"b""Single-neuron recordings from behaving primates have established a link between working memory processes and information-specific neuronal persistent activity in the prefrontal cortex. Using a network model endowed with a columnar architecture and based on the physiological properties of cortical neurons and synapses, we have examined the synaptic mechanisms of selective persistent activity underlying spatial working memory in the prefrontal cortex. Our model reproduces the phenomenology of the oculomotor delayed-response experiment of Funahashi et al. (S. Funahashi, C.J. Bruce and P.S. Goldman-Rakic, Mnemonic coding of visual space in the monkey's dorsolateral prefrontal cortex. J Neurophysiol 61:331\x96349, 1989). To observe stable spontaneous and persistent activity, we find that recurrent synaptic excitation should be primarily mediated by NMDA receptors, and that overall recurrent synaptic interactions should be dominated by inhibition. Isodirectional tuning of adjacent pyramidal cells and interneurons can be accounted for by a structured pyramid-to-interneuron connectivity. Robust memory storage against random drift of the tuned persistent activity and against distractors (intervening stimuli during the delay period) may be enhanced by neuromodulation of recurrent synapses. Experimentally testable predictions concerning the neural basis of working memory are discussed.""",1
"b'A central tenet of vaccine development is to identify immune correlates of protection. Both plasmid-encoded gD as well as recombinant protein gD can protect mice from lethal herpes simplex virus (HSV) challenge. It is known that different vaccine modalities should induce different immune phenotypes. Yet, paradoxically, it is also thought that the basis for protection should rely on exploitation of vulnerabilities of the pathogen and therefore that the overlapping properties of these different vaccines would reveal insight into common immune mechanisms responsible for protection. We sought to investigate this question by comparing two different vaccine modalities in the HSV-2 mouse model. We observed that gD protein was a strong inducer of Th2-type immune responses, and overall antibody titers of IgG, IgE and IgA were significantly higher than those induced by plasmid gD vaccines. In contrast, the plasmid gD vaccine induced a strong Th1 bias. Following high-dose challenge the gD protein was most effective at providing protection. However, at lower lethal dose challenge, while both vaccines were protective with regards to survival, only the plasmid-vaccinated animals were protected from HSV-2 infection-induced morbidity. These studies suggest that these different vaccine modalities induce protection through unique non-overlapping mechanisms, supporting that vaccine correlates are associated with the types of immunogen rather than solely the pathogen.'",4
"b""Background Cross-national comparisons of injury mortality can suggest possible causal explanations for injuries across different countries and cultures. This study identifies differences in injury mortality between Los Angeles (LA) County, California and Mexico City DF, Mexico.\r\n\r\nMethods Using LA County and Mexico City death certificate data for 1994 and 1995, injury deaths were classified according to the International Classification of Diseases Ninth Revision\x97Clinical Modification external cause of injury codes. Crude, gender-, and age-adjusted annual fatality rates were calculated and comparisons were made between the two regions.\r\n\r\nResults Overall and age-adjusted injury death rates were higher for Mexico City than for LA County. Injury death rates were found to be higher for young adults in LA County and for elderly residents of Mexico City. Death rates for motor vehicle crashes, falls, and undetermined causes were higher in Mexico City, and relatively high rates of poisoning, homicide, and suicide were found for LA County. Motor vehicle crash and fall death rates in Mexico City increased beginning at about age 55, while homicide death rates were dramatically higher among young adults in LA County. The largest proportion of motor vehicle crash deaths was to motor vehicle occupants in LA County and to pedestrians in Mexico City.\r\n\r\nConclusions These findings illustrate the importance of primary injury prevention in countries having underdeveloped trauma care systems and should aid in setting priorities for future work. The high frequency of pedestrian fatalities in Mexico City may be related to migration of rural populations, differing vehicle characteristics and traffic patterns, and lack of safety knowledge. Mexico City's higher rate of fall-related deaths may be due to concurrent morbidity from chronic conditions, high-risk environments, and delay in seeking medical treatment.""",3
"b'Kdn (3-deoxy-d-glycero-d-galacto-non-2-ulopyranosonic acid), a unique deaminated member of the sialic acid family, has emerged as a new building block of glycoconjugates from a wide variety of organisms, ranging from bacteria to mammals. In particular, the presence of Kdn has been demonstrated in different rat organs and tissues, but not in liver. Here we report on the detection and quantitation of Kdn in rat liver and on its variations with postnatal development and aging. We have previously established the optimal conditions for derivatization of Kdn with 1,2-diamino-4,5-methylenedioxybenzene (DMB), and detection by reverse-phase HPLC. Analysis of whole liver homogenates and different subcellular fractions reveals that Kdn is fundamentally present in the cytosolic fraction as nucleotide precursor. The expression of Kdn, Neu5Gc, and Neu5Ac changes unevenly with age. While the content of Neu5Ac, the major species, and Neu5Gc decreases to a different extent from newborn to old animals, Kdn content decreases from newborn to trace amounts in adult rats and increases again with aging. Thus, expression of Kdn, Neu5Gc, and Neu5Ac appears to be independently regulated.'",2
"b'At what levels of brain organization might pathological change in schizophrenia be anatomically expressed: global, regional or supra-regional? We hypothesised that brain structure reflects a set of supra-regional anatomical systems with common developmental influences. We conducted an exploratory analysis to identify supra-regional brain systems and to investigate whether abnormal brain architecture in schizophrenia is manifested within one or more of these systems. Magnetic resonance (MR) images were acquired from 27 patients with schizophrenia and 37 control subjects. After segmentation and registration of each individual MRI dataset in the standard space of Talairach and Tournoux, grey matter and ventricular-cerebrospinal fluid (CSF) maps were automatically parcellated into 104 regions. We used principal components analysis of the multiple regional grey matter and ventricular-CSF measurements, on all 64 subjects, to extract the five main normative supra-regional systems. The first two of these components represented global variation in grey matter and ventricular-CSF regional measures. We interpreted the other three components as representing supra-regional systems comprising: a frontal\x96parietal system, a frontal\x96temporal system and a frontal\x96basal ganglia system. Schizophrenic group mean scores on the first component (global grey matter\x96ventricular contrast) and fourth component (frontal\x96temporal system) were significantly reduced compared to controls. These results suggest that pathological change in schizophrenia may be expressed at two mutually independent levels of anatomical organization: global change in a grey matter/ventricular system and supra-regional change in a frontal\x96temporal system.'",1
"b'RT-PCR was used to examine the expression of IFN-{gamma}, IL-2, IL-4, IL-5, IL-6 and IL-10 mRNAs by single murine CD4+ T cells activated either in a strongly type 1-polarized mixed lymphocyte reaction (MLR) or in the type 2-polarized response to immunization with keyhole limpet hemocyanin (KLH) in alum. The frequencies of expression of each cytokine differed markedly between the two responses, consistent with their polarization at the population level. However, most cells expressed only none to three of the six cytokines assayed, few displayed the canonical type 1 profile and none in either response expressed a full type 2 or type 0 profile. A significant fraction of cells co-expressed IFN-{gamma} with IL-4 and/or other type 2 cytokines at frequencies that suggested that most of these genes were independently regulated. Collectively, these single-cell expression patterns indicate that polarization at the population level can mask substantial intercellular heterogeneity, and show directly that multiple type 1 and 2 cytokines can be expressed simultaneously in an individual T cell.'",4
"b'Surface immunolabeling was used together with membrane potential and/or Ca2+ indicator dyes to characterize physiological properties emerging among precursors, neuroglial progenitors and differentiating neurons during neurogenesis of embryonic rat neocortex. Cells were immunoidentified with tetanus toxin (TnTx), which binds to gangliosides expressed by neurons, and anti-A2B5, which reacts with gangliosides expressed by neuroglial progenitors. Microdissection of the neocortex into ventricular/subventricular zone (VZ/SVZ) and cortical plate/subplate (CP/SP) regions further resolved the TnTx/A2B5-immunoidentified cells into pre- and post-migratory subpopulations. Quantitative immunocytochemistry revealed mainly proliferative (BrdU+) and immature (nestin+) elements among TnTx\x96A2B5\x96 precursors and TnTx\x96A2B5+ progenitors in the VZ/SVZ, and the appearance of neuron-specific antigens among post-mitotic TnTx+ subpopulations of the CP/SP. Flow cytometry of acutely prepared cells in suspension and dual-imaging of cells in culture revealed that ionotropic amino acid receptors and metabotropic acetylcholine receptors closely paralleled the emergence of voltage-dependent Na+ and Ca2+ channels and Na+\x96Ca2+ exchange activity among TnTx+ neuronal progenitors migrating from VZ/SVZ to CP/SP. During this period, TnTx\x96A2B5\x96 precursors and TnTx\x96A2B5+ neuroglial progenitors from VZ/SVZ predominantly exhibited Ca2+ responses to ATP. Thus, stereotypical and contrasting physiologies emerge among embryonic cortical cells in vivo as they initially progress from proliferating precursors and progenitors along neuronal and glial cell lineages.'",1
"b'Although CD8+ T cells are supposed to play an important role in protective immunity to mycobacteria, cytotoxic T lymphocyte (CTL) responses in this infection remain poorly characterized. We previously demonstrated that bacillus Calmette-Gu\xe9rin (BCG) immunization of H-2b mice induced CTL able to recognize and kill macrophages incubated with proteins from mycobacterial culture supernatant [culture filtrate (CF) antigens]. In the present study, we have further characterized the lytic activity of these CTL and the processing pathway used for the presentation of CF proteins. We show that they use the degranulation pathway (secretion of perforins and granzymes) as the main lytic mechanism of cytotoxicity and also secrete IFN-{gamma} upon incubation with CF-pulsed macrophages. The in vitro presentation of CF proteins to CTL required a processing step inhibited in the cold but insensitive to Brefeldin A. Transporter-associated protein (TAP)-2-deficient RMA-S cells were efficiently recognized and killed by CF-specific CTL, demonstrating the lack of TAP requirement for this presentation. However, recognition of target cells by CTL was abolished when carried out in the presence of chloroquine. These results indicate that a non-classical MHC class I-processing pathway allows the recognition of a CF protein by CTL in BCG-vaccinated H-2b mice.'",4
"b'Background Mammographic parenchymal patterns are of particular interest because the denser patterns reduce screening sensitivity as well as increasing breast cancer risk, and because they have been shown to be affected by exogenous oestrogens.\r\n\r\nMethods We designed a case-control study comprising 200 cases with high-risk (P2 and DY) pattern and 200 controls with low-risk (N1 and P1) pattern. Mammograms were evaluated according to the Wolfe classification.\r\n\r\nResults Parity, body mass index (BMI) and current smoking were inversely and independently associated, whereas late age of menarche and history of benign breast disease were positively associated with high-risk mammographic patterns. Current-users of hormone replacement therapy (HRT) were more than twice as likely to have a high-risk pattern than never-users (OR = 2.48, 95% CI : 1.32\x964.61). Women who used HRT for more than 5 years were almost three times more likely to have a high-risk pattern than never-users (OR = 2.77, 95% CI : 1.11\x966.91). Relative to never-users, women who started HRT before the menopause were more than twice as likely to have a high-risk pattern (OR = 2.53, 95% CI : 1.31\x964.87).\r\n\r\nConclusions Careful clinical and mammographical follow-up might be appropriate in women undergoing HRT. The HRT-induced mammographic pattern might be regarded as a new baseline and changes with respect to this new pattern could then be monitored over time.'",3
"b'Many tissues contain glycoproteins and proteoglycans, which are substituted with N-or O-linked keratan sulfate, a glycosaminoglycan in which the lactosamine (-gal\xdf1,4glcNAc-) disaccharide backbone is variably modified by sulfation, fucosylation, and sialylation. We report here a rapid, sensitive, and quantitative procedure for obtaining a complete disaccharide compositional analyses for keratan sulfates after FACE separation of products generated by hydrolysis of the glycosaminoglycans with B. fragillis keratanase II and E. freundii endo-\xdf-galactosidase. Seven digestion end products are separable in a single electrophoretic step using Monosaccharide\x91 composition gels. These are: the unsulfated disaccharide, glcNAc\xdf1,3gal, the fucosylated trisaccharide, gal\xdf1,2[fuc{alpha}1,3]glcNAc6S, the mono- and disulfated disaccharides, gal\xdf1,4glcNAc6S or gal6S\xdf1,4glcNAc6S from the chain interior, and the sialylated mono- and disulfated trisaccharides neuA{alpha}2,3gal\xdf1,4glcNAc6S or neuA{alpha}2,3gal6S\xdf1,4glcNAc6S from the nonreducing terminus. FACE analyses also revealed the presence of a contaminant \xdf-galactosidase activity in keratanase II enzyme preparations which cleaves the disaccharide, gal\xdf1,4glcNAc6S to its constituent monosaccharides, gal and glcNAc6S. It was particularly prominent at enzyme concentrations > 2 mU per nmole substrate glcNH2 or after prolonged digestion times (> 12 h), and was not inhibitable by thiogalactosides or N-acetyl-lactosamine. As these monosaccharide products would not be detectable using the commonly described analytical methods for KS hydrolase products, such as 1H-NMR and HPLC analyses, our data illustrate that the FACE procedure represents an improved approach for accurate compositional microanalyses of corneal and skeletal keratan sulfates, especially applicable to experimentation involving small amounts (1\x962 \xb5g) of this glycosaminoglycan.'",2
"b'Several studies showed that Sf-9 cells can synthesize the galactosylated N-linked oligosaccharides if \xdf-1,4-galactosyltransferase (\xdf-1,4-GalT) is supplied. The full-length human \xdf-1,4-GalT I, II, III, IV, V, and VI cDNAs were independently transfected into Sf-9 cells, and the galactosylation of endogenous membrane glycoproteins was examined by lectin blot analysis using Ricinus communis agglutinin-I (RCA-I), which preferentially interacts with oligosaccharides terminated with Gal\xdf1->4GlcNAc group. Several RCA-I-reactive bands appeared in all of the gene-transfected cells, and disappeared on treatment of blots with \xdf-1,4-galactosidase or N-glycanase prior to incubation with lectin. Introduction of the antisense \xdf-1,4-GalT II and V cDNAs separately into human colorectal adenocarcinoma SW480 cells, in which \xdf-1,4-GalT I, II, and V genes were expressed, resulted in the reduction of RCA-I binding toward N-linked oligosaccharides of the membrane glycoproteins. Differences were found in their Km values toward UDP-Gal and GlcNAc\xdf-S-pNP and in their acceptor specificities toward oligosaccharides with the GlcNAc\xdf1->4(GlcNAc\xdf1->2)Man branch and with the GlcNAc\xdf1->6(GlcNAc\xdf1->2)Man branch. These results indicate that \xdf-1,4-GalTs II, III, IV, V, and VI are involved in the N-linked oligosaccharide biosynthesis cooperatively but not in a redundanat manner with \xdf-1,4-GalT I within cells.'",2
"b'Anatomical studies in monkeys, and functional imaging and lesion studies in humans, suggest that, within the primate medial temporal neocortex, the parahippocampal cortex (PHC) is particularly involved in spatial tasks. However, evidence for a functional specialization of the PHC regarding its spatial memory functions has so far been lacking. Here, we investigated spatial memory functions of the human perirhinal cortex (PRC) and PHC. Patients with lesions affecting the PRC but sparing the PHC, and patients with lesions affecting both PRC and PHC, performed an oculomotor delayed response task with unpredictably varied memory delays of up to 30 s. Compared to controls, patients with PRC+PHC lesions showed a significant delay-dependent inaccuracy of memory-guided eye movements contralateral to the lesion side, whereas patients with PRC lesions showed no significant inaccuracy. Our results show that the PHC is a critical component for spatial memory in humans and suggest that (i) extrahippocampal spatial memory functions of the medial temporal lobe may not be equally distributed in the medial temporal neocortex, but may be largely confined to the PHC, and (ii) damage to connections between cortices involved in spatial cognition and rostral regions of the temporal lobe is unlikely to account for the observed spatial memory deficits with PHC lesions.\r\n\r\n'",1
"b""Background Besides melanoma susceptibility genes and shared environmental exposures, part of the familial clustering of cutaneous malignant melanoma (CMM) might be due to familial aggregation of melanoma-associated phenotypes. Our goal was to assess the patterns of familial aggregation of three melanoma risk factors: great number of naevi (GNN), light phototype (LP) and high degree of sun exposure (HDSE).\r\n\r\nMethods Familial aggregation of GNN, LP and HDSE was investigated in 66 French families with at least two CMM cases and was measured by the asssociation of the relatives' traits with the probands' traits, using the generalized estimating equations approach. The probands were the melanoma cases leading to ascertainment of the families, subdivided into cases (with the trait studied) and controls (without the trait).\r\n\r\nResults We found significant evidence for familial aggregation of GNN only among sibs (OR = 3.7, 95% CI : 1.4\x9610.5, P = 0.01), of LP among blood relatives (OR = 3.8, 95% CI : 1.8\x968.0, P = 0.004) and of HDSE among blood relatives (OR = 4.5, 95% CI : 2.1\x969.9, P < 0.001) and spouses (OR = 44.3, 95% CI : 5.1\x96382.2, P < 10\x963). These results suggest that genetic factors might account for the clustering of GNN and LP and shared environment for the aggregation of HDSE. The GNN clustering was lower in families with increasing numbers of CMM (>=3 cases) or presence of p16 mutations, the opposite being observed for LP and HDSE. Moreover, the familial aggregation of LP was significantly lower in families with highly sun-exposed members.\r\n\r\nConclusion Melanoma might not only result from specific genetic and environmental factors but also from those underlying melanoma-associated traits involving complex gene-gene and gene-environment interactions.""",3
"b'This study is based on a subsample of 15- and 16-year-old school students from the UK, part of the European School Project on Alcohol and Other Drugs (ESPAD). Information was available on truancy rates, perceived school performance, family structure, lifestyle, and usage of alcohol, cigarettes and illicit drugs in 6409 teenagers. Living in a single-parent family, lack of constructive hobbies, presence of psychiatric symptoms, and an aggressive outgoing delinquent lifestyle bore the strongest associations to truancy and to perceived school performance. There were also strong relationships between both these last two variables and use of alcohol, cigarettes, and illicit drugs. However, the effects of alcohol, cigarettes, and illicit drugs were largely accounted for by other variables. Having at least one parent who both supported the respondent and who exercised some control was predictive of better perceived school performance.'",0
"b'The experimental approach has been used to study successfully the relationship between the polymorphism of aldehyde dehydrogenase 2 and the flushing syndrome. In the present study, a probabilistic approach was used to analyse this relationship. Using cross-impact analysis and experimental data, the probability of the occurrence of flushing, the extent by which ALDH2*2/*2 enhances flushing more than ALDH2*1/*2, the extent by which ALDH2*1/*1 enhances non-flushing more than ALDH2*1/*2, etc. can be calculated. Two examples are given to show the potential use of cross-impact analysis.'",0
"b'We examined the processes of cortical activation and deactivation of the fetal brain during spontaneous sleep state transitions and during central nervous processing of vibroacoustic stimulations (VASs) using nonlinear analysis of the electrocorticogram (ECoG). Tests of nonlinearity and a random shuffling routine revealed deterministic and nonlinear portions in the fetal ECoG. As common nonlinear measures are not applicable to nonstationary time series, we developed an algorithm to estimate the predictability of the ECoG in its time course by means of a point prediction error (PPE). The ECoG was recorded before and during VAS from the maternal abdominal surface in seven chronically instrumented fetal sheep at 0.8 of gestation. The PPE during REM sleep was significantly higher than during NREM sleep. VAS in NREM sleep resulted in an abrupt increase of the PPE not reaching the level of REM sleep. The steep increase of the PPE at onset and its slow decrease after cessation of the stimulus were very similar to the dynamics of spontaneous sleep state transitions, suggesting the involvement of the same cortical activating mechanisms. In conclusion, the stage and the time course of fetal brain activation and deactivation patterns can be clearly shown by PPE techniques. The PPE is a useful complement to spectral analysis. Both techniques describe different properties of the ECoG.\r\n\r\n'",1
"b'Previous immunohistochemical studies have shown that the post-translational formation of aldehyde\x96protein adducts may be an important process in the aetiology of alcohol-induced muscle disease. However, other studies have shown that in a variety of tissues, alcohol induces the formation of various other adduct species, including hybrid acetaldehyde\x96malondialdehyde\x96protein adducts and adducts with free radicals themselves, e.g. hydroxyethyl radical (HER)\x96protein adducts. Furthermore, acetaldehyde\x96protein adducts may be formed in reducing or non-reducing environments resulting in distinct molecular entities, each with unique features of stability and immunogenicity. Some in vitro studies have also suggested that unreduced adducts may be converted to reduced adducts in situ. Our objective was to test the hypothesis that in muscle a variety of different adduct species are formed after acute alcohol exposure and that unreduced adducts predominate. Methods: Rabbit polyclonal antibodies were raised against unreduced and reduced aldehydes and the HER\x96protein adducts. These were used to assay different adduct species in soleus (type I fibre-predominant) and plantaris (type II fibre-predominant) muscles and liver in four groups of rats administered acutely with either [A] saline (control); [B] cyanamide (an aldehyde dehydrogenase inhibitor); [C] ethanol; [D] cyanamide+ethanol. Results: Amounts of unreduced acetaldehyde and malondialdehyde adducts were increased in both muscles of alcohol-dosed rats. However there was no increase in the amounts of reduced acetaldehyde adducts, as detected by both the rabbit polyclonal antibody and the RT1.1 mouse monoclonal antibody. Furthermore, there was no detectable increase in malondialdehyde\x96acetaldehyde and HER\x96protein adducts. Similar results were obtained in the liver. Conclusions: Adducts formed in skeletal muscle and liver of rats exposed acutely to ethanol are mainly unreduced acetaldehyde and malondialdehyde species.\r\n\r\n'",0
"b'We report that isomeric monofucosylhexasaccharides, Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc, Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4GlcNAc and Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc, and bifucosylhexasaccharides Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc, Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc and Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc[beta]1-3Gal[beta]1-4GlcNAc can be isolated in pure form from reaction mixtures of the linear hexasaccharide Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc with GDP-fucose and [alpha]1,3-fucosyltransferases of human milk. The pure isomers were characterized in several ways; 1H-NMR spectroscopy, for instance, revealed distinct resonances associated with the Lewis x group [Gal[beta]1-4(Fuc[alpha]1-3)GlcNAc] located at the proximal, middle, and distal positions of the polylactosamine chain. Chromatography on immobilized wheat germ agglutinin was crucial in the separation process used; the isomers carrying the fucose at the reducing end GlcNAc possessed particularly low affinities for the lectin. Isomeric monofucosyl derivatives of the pentasaccharides GlcNAc[beta]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc and Gal[alpha]1-3Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc and the tetrasaccharide Gal[beta]1-4GlcNAc[beta]1-3Gal[beta]1-4GlcNAc were also obtained in pure form, implying that the methods used are widely applicable. The isomeric Lewis x glycans proved to be recognized in highly variable binding modes by polylactosamine-metabolizing enzymes, e.g., the midchain [beta]1,6-GlcNAc transferase (Lepp\xe4nen et al., Biochemistry, 36, 13729-13735, 1997).'",2
b'To determine the acceptability to university students of practitioner-delivered screening and brief intervention (SBI) versus a novel approach\x97web-based SBI (e-SBI). Methods: A random sample of 1910 university students was invited to indicate their preferences for various brief intervention approaches in an internet survey. Results: e-SBI was the most popular intervention. It was favoured by 81% of all students and 82% of hazardous drinkers. Conclusions: e-SBI is a promising approach for the reduction of hazardous drinking among young people.',0
