PMID,Label,Journal Title ISO Abbreviation,NLM ID,Year,Title,Abstract
18287010,1,Cell,413066,2009,Mammalian BTBD12/SLX4 assembles a Holliday junction resolvase and is required for DNA repair.,"Structure-specific endonucleases mediate cleavage of DNA structures formed during repair of collapsed replication forks and double-strand breaks (DSBs). Here, we identify BTBD12 as the human ortholog of the budding yeast DNA repair factor Slx4p and D. melanogaster MUS312. Human SLX4 forms a multiprotein complex with the ERCC4(XPF)-ERCC1, MUS81-EME1, and SLX1 endonucleases and also associates with MSH2/MSH3 mismatch repair complex, telomere binding complex TERF2(TRF2)-TERF2IP(RAP1), the protein kinase PLK1 and the uncharacterized protein C20orf94. Depletion of SLX4 causes sensitivity to mitomycin C and camptothecin and reduces the efficiency of DSB repair in vivo. SLX4 complexes cleave 3' flap, 5' flap, and replication fork structures; yet unlike other endonucleases associated with SLX4, the SLX1-SLX4 module promotes symmetrical cleavage of static and migrating Holliday junctions (HJs), identifying SLX1-SLX4 as a HJ resolvase. Thus, SLX4 assembles a modular toolkit for repair of specific types of DNA lesions and is critical for cellular responses to replication fork failure."
18287011,1,Cell,413066,2009,Getting to first base in proteasome assembly.,Assembly of complex structures such as the eukaryotic 26S proteasome requires intricate mechanisms that ensure precise subunit arrangements. Recent studies have shed light on the pathway for ordered assembly of the base of the 19S regulatory particle of the 26S proteasome by identifying new precursor complexes and four dedicated chaperones involved in its assembly.
18287022,1,J. Am. Chem. Soc.,7503056,2009,Octanuclear copper(I) clusters inscribed in a Se(12) icosahedron: anion-induced modulation of the core size and symmetry.,"Synthesis and structural characterization of an octanuclear Cu(I) cluster [Cu(8){Se(2)P(O(i)Pr)(2)}(6)](PF(6))(2) (1) with an empty Cu(8) cubic core involving diisopropyl diselenophosphate (dsep) ligand has been demonstrated despite its high tendency to abstract anions even from the traces of impurities in the solvent. Reaction of 1 with anion sources (Bu(4)NF for F(-); NaBH(4) for H(-), and NaSH for S(2-)) in a 1:1 ratio produced anion-centered Cu(8) clusters with a formula [Cu(8)(X){Se(2)P(O(i)Pr)(2)}(6)](PF(6)) (X = F, 2a; H, 3a; D, 3a') and [Cu(8)(S){Se(2)P(O(i)Pr)(2)}(6)] (4) in high yields. In addition, fluoride- and hydride-centered Cu(8)(I) clusters [Cu(8)(X){Se(2)P(OEt)(2)}(6)](PF(6)) (X = F, 2b; H, 3b) could be generated in approximately 80% yield by direct reaction of [Cu(CH(3)CN)(4)](PF(6)), NH(4)Se(2)P(OEt)(2), and the anion sources (Bu(4)NF for F(-); NaBH(4) for H(-)) in 8:6:1 ratio. Whereas the structural elucidation of complexes 2 and 4 revealed an anion-centered cubic Cu(8) core surrounded by six dsep ligands, it was a tetracapped tetrahedral copper framework with a hydride in the center in compounds 3. All Cu...Cu distances along either the edge of the cube in 2 and 4 or the tetracapped tetrahedron in 3 are shorter than those identified in 1. Although the cubic (or spherical) contraction of the copper framework that was identified in a series of closed-shell anion-centered (except a hydride) Cu(8) cube having T(h) symmetry could be explained by the existence of strong anion-cation attractions, it was definitely a surprise that the hydride, which is the smallest closed-shell anion and spherical too, induced a tetrahedral contraction of four out of the eight Cu atoms in the empty cube 1, resulting in a tetracapped-tetrahedral geometry and reducing the symmetry to T from T(h). Furthermore the fact that the encapsulated anion induced modulation of the copper core size and symmetry was fully reproduced by DFT calculations on model compounds. To the best of our knowledge, this demonstrated the first example of the reduction of molecular symmetry (from T(h) to T) simply by changing the encapsulated species without altering the general bonding pattern of the surrounding ligands. We also demonstrated that the hydride can easily replace other anions (Cl(-), Br(-), F(-), S(2-), Se(2-)) in a very facile manner to produce hydride-centered species. Eventually, compounds 3 were stable in the presence of other anions, and hydride/deuteride exchange could not be achieved."
18287027,1,PLoS ONE,101285081,2009,Involvement of the post-transcriptional regulator Hfq in Yersinia pestis virulence.,"BACKGROUND: Yersinia pestis is the causative agent of plague, which is transmitted primarily between fleas and mammals and is spread to humans through the bite of an infected flea or contact with afflicted animals. Hfq is proposed to be a global post-transcriptional regulator that acts by mediating interactions between many regulatory small RNAs (sRNAs) and their mRNA targets. Sequence comparisons revealed that Y. pestis appears to produce a functional homologue of E. coli Hfq. METHODOLOGY AND PRINCIPAL FINDINGS: Phenotype comparisons using in vitro assays demonstrated that Y. pestis Hfq was involved in resistance to H(2)O(2), heat and polymyxin B and contributed to growth under nutrient-limiting conditions. The role of Hfq in Y. pestis virulence was also assessed using macrophage and mouse infection models, and the gene expression affected by Hfq was determined using microarray-based transcriptome and real time PCR analysis. The macrophage infection assay showed that the Y. pestis hfq deletion strain did not have any significant difference in its ability to associate with J774A.1 macrophage cells. However, hfq deletion appeared to significantly impair the ability of Y. pestis to resist phagocytosis and survive within macrophages at the initial stage of infection. Furthermore, the hfq deletion strain was highly attenuated in mice after subcutaneous or intravenous injection. Transcriptome analysis supported the results concerning the attenuated phenotype of the hfq mutant and showed that the deletion of the hfq gene resulted in significant alterations in mRNA abundance of 243 genes in more than 13 functional classes, about 23% of which are known or hypothesized to be involved in stress resistance and virulence. CONCLUSIONS AND SIGNIFICANCE: Our results indicate that Hfq is a key regulator involved in Y. pestis stress resistance, intracellular survival and pathogenesis. It appears that Hfq acts by controlling the expression of many virulence- and stress-associated genes, probably in conjunction with small noncoding RNAs."
18287031,1,PLoS ONE,101285081,2009,Genomes2Drugs: identifies target proteins and lead drugs from proteome data.,"BACKGROUND: Genome sequencing and bioinformatics have provided the full hypothetical proteome of many pathogenic organisms. Advances in microarray and mass spectrometry have also yielded large output datasets of possible target proteins/genes. However, the challenge remains to identify new targets for drug discovery from this wealth of information. Further analysis includes bioinformatics and/or molecular biology tools to validate the findings. This is time consuming and expensive, and could fail to yield novel drugs if protein purification and crystallography is impossible. To pre-empt this, a researcher may want to rapidly filter the output datasets for proteins that show good homology to proteins that have already been structurally characterised or proteins that are already targets for known drugs. Critically, those researchers developing novel antibiotics need to select out the proteins that show close homology to any human proteins, as future inhibitors are likely to cross-react with the host protein, causing off-target toxicity effects later in clinical trials. METHODOLOGY/PRINCIPAL FINDINGS: To solve many of these issues, we have developed a free online resource called Genomes2Drugs which ranks sequences to identify proteins that are (i) homologous to previously crystallized proteins or (ii) targets of known drugs, but are (iii) not homologous to human proteins. When tested using the Plasmodium falciparum malarial genome the program correctly enriched the ranked list of proteins with known drug target proteins. CONCLUSIONS/SIGNIFICANCE: Genomes2Drugs rapidly identifies proteins that are likely to succeed in drug discovery pipelines. This free online resource helps in the identification of potential drug targets. Importantly, the program further highlights proteins that are likely to be inhibited by FDA-approved drugs. These drugs can then be rapidly moved into Phase IV clinical studies under 'change-of-application' patents."
18287044,1,PLoS ONE,101285081,2009,Dissociable perceptual effects of visual adaptation.,"Neurons in the visual cortex are responsive to the presentation of oriented and curved line segments, which are thought to act as primitives for the visual processing of shapes and objects. Prolonged adaptation to such stimuli gives rise to two related perceptual effects: a slow change in the appearance of the adapting stimulus (perceptual drift), and the distortion of subsequently presented test stimuli (adaptational aftereffects). Here we used a psychophysical nulling technique to dissociate and quantify these two classical observations in order to examine their underlying mechanisms and their relationship to one another. In agreement with previous work, we found that during adaptation horizontal and vertical straight lines serve as attractors for perceived orientation and curvature. However, the rate of perceptual drift for different stimuli was not predictive of the corresponding aftereffect magnitudes, indicating that the two perceptual effects are governed by distinct neural processes. Finally, the rate of perceptual drift for curved line segments did not depend on the spatial scale of the stimulus, suggesting that its mechanisms lie outside strictly retinotopic processing stages. These findings provide new evidence that the visual system relies on statistically salient intrinsic reference stimuli for the processing of visual patterns, and point to perceptual drift as an experimental window for studying the mechanisms of visual perception."
18287053,1,PLoS Genet.,101239074,2009,The ups and downs of mutation frequencies during aging can account for the Apert syndrome paternal age effect.,"Apert syndrome is almost always caused by a spontaneous mutation of paternal origin in one of two nucleotides in the fibroblast growth factor receptor 2 gene (FGFR2). The incidence of this disease increases with the age of the father (paternal age effect), and this increase is greater than what would be expected based on the greater number of germ-line divisions in older men. We use a highly sensitive PCR assay to measure the frequencies of the two causal mutations in the sperm of over 300 normal donors with a wide range of ages. The mutation frequencies increase with the age of the sperm donors, and this increase is consistent with the increase in the incidence rate. In both the sperm data and the birth data, the increase is non-monotonic. Further, after normalizing for age, the two Apert syndrome mutation frequencies are correlated within individual sperm donors. We consider a mathematical model for germ-line mutation which reproduces many of the attributes of the data. This model, with other evidence, suggests that part of the increase in both the sperm data and the birth data is due to selection for mutated premeiotic cells. It is likely that a number of other genetic diseases have similar features."
18287072,1,J. Immunol.,2985117R,2009,Recurrence of intracranial tumors following adoptive T cell therapy can be prevented by direct and indirect killing aided by high levels of tumor antigen cross-presented on stromal cells.,"Elimination of peripheral tumors by adoptively transferred tumor-specific T cells may require killing of cancer cells and tumor stromal cells. Tumor Ags are cross-presented on stromal cells, resulting in direct cytotoxic T cell (CTL) killing of both Ag-expressing cancer cells and stromal cells. Indirect killing of Ag loss variant cells also occurs. We show here that similar processes occur in a brain tumor stromal environment. We used murine cancer cell lines that express high or low levels of a peptide Ag, SIYRYYGL (SIY), recognized by transgenic 2C CD8(+) T cells. The two cell lines are killed with equivalent efficiency by 2C T cells in vitro. Following adoptive transfer of 2C T cells into mice with established SIY-Hi or SIY-Lo brain tumors, tumors of both types regressed, but low-Ag-expressing tumors recurred. High-Ag-expressing tumors contained CD11b(+) cells cross-presenting SIY peptide and were completely eliminated by 2C T cells. To further test the role of cross-presentation, RAG1(-/-) H-2(b) mice were infused with H-2(k) tumor cells expressing high levels of SIY peptide. Adoptively transferred 2C T cells are able to kill cross-presenting H-2(b) stromal cells but not H-2(k) tumor cells. In peripheral models, this paradigm led to a small static tumor. In the brain, activated 2C T cells were able to kill cross-presenting CD11b(+) cells and completely eliminate the H-2(k) tumors in most mice. Targeting brain tumor stroma or increasing Ag shedding from tumor cells to enhance cross-presentation may improve the clinical success of T cell adoptive therapies."
18287075,1,Hum. Mol. Genet.,9208958,2009,Familial and sporadic 15q13.3 microdeletions in idiopathic generalized epilepsy: precedent for disorders with complex inheritance.,"Microdeletion at chromosomal position 15q13.3 has been described in intellectual disability, autism spectrum disorders, schizophrenia and recently in idiopathic generalized epilepsy (IGE). Using independent IGE cohorts, we first aimed to confirm the association of 15q13.3 deletions and IGE. We then set out to determine the relative occurrence of sporadic and familial cases and to examine the likelihood of having seizures for individuals with the microdeletion in familial cases. The 15q13.3 microdeletion was identified in 7 of 539 (1.3%) unrelated cases of IGE using quantitative PCR or SNP arrays and confirmed by array comparative genomic hybridization analysis using probes specific to the 15q13.3 region. The inheritance of this lesion was tracked using family studies. Of the seven microdeletions identified in probands, three were de novo, two were transmitted from an unaffected parent and in two cases the parents were unavailable. Non-penetrance of the microdeletion was identified in 4/7 pedigrees and three pedigrees included other family members with IGE who lacked the 15q13.3 deletion. The odds ratio is 68 (95% confidence interval 29-181), indicating a pathogenic lesion predisposing to epilepsy with complex inheritance and incomplete penetrance for the IGE component of the phenotype in multiplex families."
18287201,1,Proc. Natl. Acad. Sci. U.S.A.,7505876,2009,Replica exchange with nonequilibrium switches.,"We introduce a replica exchange (parallel tempering) method in which attempted configuration swaps are generated using nonequilibrium work simulations. By effectively increasing phase space overlap, this approach mitigates the need for many replicas. We illustrate our method by using a model system and show that it is able to achieve the computational efficiency of ordinary replica exchange, using fewer replicas."
18292223,1,J. Biol. Chem.,2985121R,2009,A monomeric chicken IgY receptor binds IgY with 2:1 stoichiometry.,"IgY is the principal serum antibody in birds and reptiles, and an IgY-like molecule was the evolutionary precursor of both mammalian IgG and IgE. A receptor for IgY on chicken monocytes, chicken leukocyte receptor AB1 (CHIR-AB1), lies in the avian leukocyte receptor cluster rather than the classical Fc receptor cluster where the genes for mammalian IgE and IgG receptors are found. IgG and IgE receptors bind to the lower hinge region of their respective antibodies with 1:1 stoichiometry, whereas the myeloid receptor for IgA, FcalphaRI, and the IgG homeostasis receptor, FcRn, which are found in the mammalian leukocyte receptor cluster, bind with 2:1 stoichiometry between the heavy chain constant domains 2 and 3 of each heavy chain. In this paper, the extracellular domain of CHIR-AB1 was expressed in a soluble form and shown to be a monomer that binds to IgY-Fc with 2:1 stoichiometry. The two binding sites have similar affinities: K(a)(1) = 7.22 +/- 0.22 x 10(5) m(-1) and K(a)(2) = 3.63 +/- 1.03 x 10(6) m(-1) (comparable with the values reported for IgA binding to its receptor). The affinity constants for IgY and IgY-Fc binding to immobilized CHIR-AB1 are 9.07 +/- 0.07 x 10(7) and 6.11 +/- 0.02 x 10(8) m(-1), respectively, in agreement with values obtained for IgY binding to chicken monocyte cells and comparable with reported values for human IgA binding to neutrophils. Although the binding site for CHIR-AB1 on IgY is not known, the data reported here with a monomeric receptor binding to IgY at two sites with low affinity suggest an IgA-like interaction."
18292230,1,Plant Physiol.,401224,2009,Computational identification of potential molecular interactions in Arabidopsis.,"Knowledge of the protein interaction network is useful to assist molecular mechanism studies. Several major repositories have been established to collect and organize reported protein interactions. Many interactions have been reported in several model organisms, yet a very limited number of plant interactions can thus far be found in these major databases. Computational identification of potential plant interactions, therefore, is desired to facilitate relevant research. In this work, we constructed a support vector machine model to predict potential Arabidopsis (Arabidopsis thaliana) protein interactions based on a variety of indirect evidence. In a 100-iteration bootstrap evaluation, the confidence of our predicted interactions was estimated to be 48.67%, and these interactions were expected to cover 29.02% of the entire interactome. The sensitivity of our model was validated with an independent evaluation data set consisting of newly reported interactions that did not overlap with the examples used in model training and testing. Results showed that our model successfully recognized 28.91% of the new interactions, similar to its expected sensitivity (29.02%). Applying this model to all possible Arabidopsis protein pairs resulted in 224,206 potential interactions, which is the largest and most accurate set of predicted Arabidopsis interactions at present. In order to facilitate the use of our results, we present the Predicted Arabidopsis Interactome Resource, with detailed annotations and more specific per interaction confidence measurements. This database and related documents are freely accessible at http://www.cls.zju.edu.cn/pair/."
18292755,1,Nucleic Acids Res.,411011,2009,Transcription regulation of restriction-modification system Ecl18kI.,"Restriction-modification (R-M) system Ecl18kI is representative of R-M systems whose coordinated transcription is achieved through a separate DNA-binding domain of the methyltransferase. M.Ecl18kI recognizes an operator sequence located in the noncoding region that separates the divergently transcribed R and M genes. Here we show that, contrary to previous predictions, the two ecl18kI promoters are not divergent, but actually face one another. The binding of M.Ecl18kI to its operator prevents RNA polymerase (RNAP) binding to the M promoter by steric exclusion, but has no direct effect on RNAP interaction with the R promoter. The start point for R transcription is located outside of the intergenic region, opposite the initiation codon of the M gene. Regulated transcription of the potentially toxic ecl18kI R gene is accomplished (i) at the stage of promoter complex formation, through direct competition from complexes formed at the M promoter, and (ii) at the stage of promoter clearance, since R promoter-bound RNAP escapes the promoter more slowly than RNAP bound to the M promoter."
18296487,1,Mol. Immunol.,7905289,2009,Altered hepatic mRNA expression of immune response and apoptosis-associated genes after acute and chronic psychological stress in mice.,"Using a combination of transcriptional profiling and Ingenuity Pathway Analysis (IPA, www.ingenuity.com) we investigated acute and chronic psychological stress induced alterations of hepatic gene expression of BALB/c mice. Already after a 2-h single stress session, up-regulation of several LPS and glucocorticoid-sensitive immune response genes and markers related to oxidative stress and apoptotic processes were observed. Support for the existence of oxidative stress was gained by measuring increased protein carbonylation, but no alterations of immune responsiveness or cell death were measured in mice after acute stress compared to the control group. When animals were repeatedly stressed during 4.5-days, we found reduced transcription of antigen presentation molecules, altered mRNA levels of immune cell signaling mediators and persisting high expression of apoptosis-related genes. These alterations were associated with a measurable immune suppression characterized by a reduced ability to clear experimental Salmonella typhimurium infection from the liver and a heightened hepatocyte apoptosis. Moreover, genes associated with anti-oxidative functions and regenerative processes were induced in the hepatic tissue of chronically stressed mice. These findings indicate that modulation of the immune response and of apoptosis-related genes is initiated already during a single acute stress exposure. However, immune suppression will only manifest in repeatedly stressed mice which additionally show induction of protective and liver regenerative genes to prevent further hepatocyte damage."
18296627,1,Virology,110674,2009,Receptor for advanced glycation end products is detrimental during influenza A virus pneumonia.,"Pneumonia caused by influenza A virus (IAV) can have devastating effects, resulting in respiratory failure and death. The idea that a new influenza pandemic might occur in the near future has triggered renewed interests in IAV infection. The receptor for advanced glycation end products (RAGE) is expressed on different cell types and plays a key role in diverse inflammatory processes. We here investigated the role of RAGE in the host response to IAV pneumonia using wild-type (wt) and RAGE deficient ((-/-)) mice. Whereas strong RAGE was constitutively expressed in the lungs of uninfected wt mice, in particular on endothelium, IAV pneumonia was associated with enhanced expression on endothelium and de novo expression on bronchial epithelium. Additionally, the high-affinity RAGE ligand high mobility group box 1 was upregulated during IAV pneumonia. RAGE(-/-) mice were relatively protected from IAV induced mortality and showed an improved viral clearance and enhanced cellular T cell response and activation of neutrophils. These data suggest that RAGE is detrimental during IAV pneumonia."
18296632,1,J. Mol. Biol.,2985088R,2009,"Minimum-energy path for a u6 RNA conformational change involving protonation, base-pair rearrangement and base flipping.","The U6 RNA internal stem-loop (U6 ISL) is a highly conserved domain of the spliceosome that is important for pre-mRNA splicing. The U6 ISL contains an internal loop that is in equilibrium between two conformations controlled by the protonation state of an adenine (pK(a)=6.5). Lower pH favors formation of a protonated C-A(+) wobble pair and base flipping of the adjacent uracil. Higher pH favors stacking of the uracil and allows an essential metal ion to bind at this position. Here, we define the minimal-energy path for this conformational transition. To do this, we solved the U6 ISL structure at higher pH (8.0) in order to eliminate interference from the low-pH conformer. This structure reveals disruption of the protonated C-A(+) pair and formation of a new C-U pair, which explains the preference for a stacked uracil at higher pH. Next, we used nudged elastic band molecular dynamics simulations to calculate the minimum-energy path between the two conformations. Our results indicate that the C-U pair is dynamic, which allows formation of the more stable C-A(+) pair upon adenine protonation. After formation of the C-A(+) pair, the unpaired uracil follows a minor-groove base-flipping pathway. Molecular dynamics simulations suggest that the extrahelical uracil is stabilized by contacts with the adjacent helix."
18296637,1,EMBO Rep.,100963049,2009,Overgrowth of a mouse model of Simpson-Golabi-Behmel syndrome is partly mediated by Indian hedgehog.,"Loss-of-function mutations of Glypican 3 (Gpc3) cause the Simpson-Golabi-Behmel overgrowth syndrome (SGBS), and developmental overgrowth is observed in Gpc3-null mice, a mouse model for SGBS. We recently reported that GPC3 inhibits Hedgehog (Hh) signalling by inducing its endocytosis and degradation. Here, we show that the developmental overgrowth observed in Gpc3-null mice is, at least in part, a consequence of the hyperactivation of the Hh pathway. We bred Gpc3-null mice with mice that are Hh signalling-deficient owing to the lack of Indian Hh (Ihh), one of the three mammalian Hhs. We found that the Gpc3-null mice showed a 29.9% overgrowth in an Ihh wild-type background, whereas an Ihh-null background partly rescues the overgrowth caused by the lack of Gpc3 as the double mutants were 19.8% bigger than the Ihh-null mice. Consistent with the role of GPC3 in Hh endocytosis and degradation, the Gpc3-null mice show increased levels of Ihh protein and signalling, but similar levels of Ihh messenger RNA."
18296639,1,Cell. Physiol. Biochem.,9113221,2009,Developmental potential of the murine embryonic stem cells transplanted into the healthy rat brain--novel insights into tumorigenesis.,"Although engraftment of undifferentiated pluripotent embryonic stem cells (ESCs) into the injured central nervous system (CNS) may lead to targeted cell replacement of lost/damaged cells, sustained proliferative activity combined with uncontrolled differentiation of implanted cells presents a risk of tumor formation. As tumorigenic potential is thought to be associated with pluripotency of embryonic stem cells, pre-differentiation may circumvent this problem. Recently, it has been demonstrated that tumorigenesis occurs despite pre-differentiation if the neural precursor cells are implanted into the brain of a homologous animal (e.g., mouse to mouse). However, xenotransplantation (e.g., mouse to rat) without pre-differentiation, lead to the development of healthy neuronal cells, in absence of tumor formation, suggesting that tumor-suppressive effects of host tissue on engrafted ESCs may play a role in transplant tumorigenesis. We critically investigated tumorigenesis and possible mechanisms of anticipated tumor-suppressive effect under conditions analogous to previously published studies. Xenotransplantation of D-3 murine ESCs into uninjured adult rat brains lacking any preliminary inflammatory potential was found to lead to tumor formation in 5 out of 8 of animals within 2 weeks postimplantation. Tumor-suppressive effects, reflected by Erdo et. al could possibly be ascribed to immunomodulatory activity of macrophages scavenging the tumorigenic fraction of the implanted cells. The importance of number of engrafted cells, implantation site and immunosuppressive effects are discussed as possible variables determining tumorigenic outcome after ESC transplantation."
18296641,1,J. Am. Chem. Soc.,7503056,2009,Reconstruction of Cu(100) electrode surfaces during hydrogen evolution.,"Electrochemical hydrogen evolution on (100)-oriented copper electrodes is shown to induce a novel surface reconstruction, which substantially influences the rates of this electrochemical reaction. As revealed by in situ video-STM the formation of this phase starts with lateral displacements of Cu surface atoms from lattice positions, resulting in stripe-like structures, followed by expansion of the surface lattice along the stripe direction."
18303029,1,Biochemistry,370623,2009,Determination of the mechanism of action of anti-FasL antibody by epitope mapping and homology modeling.,"Fas ligand (FasL) is a 40-kDa type II transmembrane protein belonging to the tumor necrosis factor (TNF) family of proteins and binds to its specific receptor, Fas, a member of the TNF receptor family. Membrane-bound FasL can be processed into a soluble form by a metalloprotease similar to that which cleaves TNFalpha. Elevated levels of FasL have been implicated in a wide variety of diseases ranging from cancer to inflammatory abnormalities, which could be targeted by antibody therapy. We generated a fully human high-affinity antibody against FasL that binds to and neutralizes the activity of both soluble and membrane-associated human FasL. In order to elucidate the mechanism of function of this antibody, we have mapped the region and critical residues involved in the recognition of FasL using a combination of homology modeling, immunoprecipitation, hydrogen-deuterium exchange mass spectrometry (H/DXMS), and alanine scanning site-directed mutagenesis. These studies have revealed the antibody binding site on human FasL. Furthermore, through molecular homology modeling, we have proposed a mechanism for the neutralizing activity of this antibody that involves interference with the docking of the ligand to its receptor by the antibody."
18303947,1,J. Clin. Invest.,7802877,2009,The circadian clock protein Period 1 regulates expression of the renal epithelial sodium channel in mice.,"The mineralocorticoid aldosterone is a major regulator of sodium transport in target epithelia and contributes to the control of blood pressure and cardiac function. It specifically functions to increase renal absorption of sodium from tubular fluid via regulation of the alpha subunit of the epithelial sodium channel (alphaENaC). We previously used microarray technology to identify the immediate transcriptional targets of aldosterone in a mouse inner medullary collecting duct cell line and found that the transcript induced to the greatest extent was the circadian clock gene Period 1. Here, we investigated the role of Period 1 in mediating the downstream effects of aldosterone in renal cells. Aldosterone treatment stimulated expression of Period 1 (Per1) mRNA in renal collecting duct cell lines and in the rodent kidney. RNA silencing of Period 1 dramatically decreased expression of mRNA encoding alphaENaC in the presence or absence of aldosterone. Furthermore, expression of alphaENaC-encoding mRNA was attenuated in the renal medulla of mice with disruption of the Per1 gene, and these mice exhibited increased urinary sodium excretion. Renal alphaENaC-encoding mRNA was expressed in an apparent circadian pattern, and this pattern was dramatically altered in mice lacking functional Period genes. These results suggest a role for Period 1 in the regulation of the renal epithelial sodium channel and more broadly implicate the circadian clock in control of sodium balance."
18305167,1,Proc. Natl. Acad. Sci. U.S.A.,7505876,2009,MAP4K3 modulates cell death via the post-transcriptional regulation of BH3-only proteins.,"Intracellular signal transduction networks involving protein kinases are important modulators of cell survival and cell death in multicellular organisms. Functional compromise of these networks has been linked to aberrant apoptosis in diseases such as cancer. To identify novel kinase regulators of cell death, we conducted an RNAi-based screen to identify modulators of the intrinsic apoptosis pathway. Using this approach, we identified MAP4K3 as a novel apoptosis inducer. Here, we present evidence that this pro-apoptotic kinase orchestrates activation of BAX via the concerted posttranscriptional modulation of PUMA, BAD, and BIM. Additionally, we found decreased levels of this kinase in pancreatic cancer samples, suggesting a tumor suppressor role for MAP4K3 in pancreatic tumorigenesis."
18305175,1,Am. J. Physiol. Renal Physiol.,100901990,2009,Loss of size selectivity of the glomerular filtration barrier in rats following laparotomy and muscle trauma.,"Posttraumatic microalbuminuria may be caused by either charge- or size-selective alterations in the glomerular filtration barrier, or both, and/or to a reduction in proximal tubular protein reabsorption. This study was performed to elucidate the pathophysiology of the increases in glomerular permeability occurring in rats exposed to a laparotomy or to a laparotomy and muscle trauma. In anesthetized Wistar rats (250-280 g), the left ureter was cannulated for urine collection, while simultaneously blood access was achieved. Rats were exposed to trauma by a laparotomy (L; n = 8), or by a combination of L and muscle trauma (MT; L+MT) induced by topical blunt injury of the abdominal muscles bilaterally. After L, muscles were crushed using hemostatic forceps at either 2 x 2 sites (&quot;small&quot; MT; n = 9), or at 2 x 5 sites (&quot;large&quot; MT; n = 9). Sham groups (n = 16), not exposed to a laparotomy, were used as controls. The glomerular sieving coefficients (theta) to polydisperse FITC-Ficoll-70/400 (molecular radius 13-80 A) were determined at 5 or 60 min after L and L+MT, respectively, from plasma and urine samples, and analyzed by high-performance size-exclusion chromatography. A tissue-uptake technique was used to assess theta for (125)I-labeled serum albumin. L, with or without MT, increased theta for Ficoll(55-80A) and albumin rapidly and markedly. Theta-Ficoll(70A) thus increased approximately threefold, and theta for albumin significantly, for all trauma groups. According to the &quot;two-pore model&quot; of glomerular permeability, these changes mainly reflect an increase in the number of large pores in the glomerular filter without any primary changes in the charge-selective properties of the filter."
18308939,1,Am. J. Physiol. Renal Physiol.,100901990,2009,Low pH stimulates vasopressin V2 receptor promoter activity and enhances downregulation induced by V1a receptor stimulation.,"Arginine vasopressin (AVP) plays a key role in the urine concentration mechanism via the vasopressin V2 receptor (V2R) and aquaporin 2 (AQP2) in the kidney. It is well known that V2R is localized on the basolateral side and the V1a receptor (V1aR) is distributed on the luminal side of the collecting ducts. Previously, we reported an increase of V1aR mRNA and a decrease of V2R mRNA in the collecting ducts under chronic metabolic acidosis. However, the regulatory mechanism of V2R in acidic conditions has not yet been determined. In the present study, we investigated the effect of changes in pH on V2R promoter activity, using the LLC-PK(1) cell line stably expressing rat V1aR (LLC-PK(1)/rV1aR). The rV2R promoter activity was significantly increased at 12 h after the incubation in low-pH conditions, which was sustained for 24 h. mRNA and protein expressions of V2R were also increased in low-pH conditions. V1aR stimulation suppressed rV2R promoter activity in a pH-dependent manner. PKA and JNK inhibitors suppressed rV2R promoter activity in both neutral and low-pH conditions without FBS. However, a JNK inhibitor prevented the increase of V2R promoter activity only in low-pH conditions in the presence of FBS. In summary, V2R expression is increased at transcriptional, mRNA, and protein levels in LLC-PK(1)/rV1aR cells under low-pH conditions. Acidic condition-induced V2R enhancement was suppressed by V1aR stimulation, suggesting the crucial role of V1aR in water and electrolyte homeostasis in acidosis."
18309291,1,Plant Physiol.,401224,2009,"Evidence that light, carbon dioxide, and oxygen dependencies of leaf isoprene emission are driven by energy status in hybrid aspen.","Leaf isoprene emission scales positively with light intensity, is inhibited by high carbon dioxide (CO(2)) concentrations, and may be enhanced or inhibited by low oxygen (O(2)) concentrations, but the mechanisms of environmental regulation of isoprene emission are still not fully understood. Emission controls by isoprene synthase, availability of carbon intermediates, or energetic cofactors have been suggested previously. In this study, we asked whether the short-term (tens of minutes) environmental control of isoprene synthesis results from alterations in the immediate isoprene precursor dimethylallyldiphosphate (DMADP) pool size, and to what extent DMADP concentrations are affected by the supply of carbon and energetic metabolites. A novel in vivo method based on postillumination isoprene release was employed to measure the pool size of DMADP simultaneously with the rates of isoprene emission and net assimilation at different light intensities and CO(2) and O(2) concentrations. Both net assimilation and isoprene emission rates increased hyperbolically with light intensity. The photosynthetic response to CO(2) concentration was also hyperbolic, while the CO(2) response curve of isoprene emission exhibited a maximum at close to CO(2) compensation point. Low O(2) positively affected both net assimilation and isoprene emission. In all cases, the variation in isoprene emission was matched with changes in DMADP pool size. The results of these experiments suggest that DMADP pool size controls the response of isoprene emission to light intensity and to CO(2) and O(2) concentrations and that the pool size is determined by the level of energetic metabolites generated in photosynthesis."
